# pdufa.bio conference run-up study, 1,425 presentations 2017-2026. License: CC BY 4.0. Tier column is point-in-time market cap. Returns in percent, anchored on the meeting start date. Not investment advice.
ticker,company,conf,year,cap_tier_pit,runup_30d,runup_20d,runup_10d,runup_5d,event_day,post_5d,post_10d
ZYME,Zymeworks Inc.,AACR,2026,mid,15.45,19.21,7.59,6.23,1.69,2.73,-3.67
XLO,Xilio Therapeutics Inc.,AACR,2026,nano,15.5,9.03,1.3,1.3,-0.58,-4.55,-2.8
KYTX,Kyverna Therapeutics Inc.,AAN,2026,small,22.59,25.06,10.58,4.64,-2.22,-9.47,-9.37
NUVB,Nuvation Bio Inc. Class A,AACR,2026,small,8.25,17.7,13.53,5.57,0.0,-10.94,-5.66
PRLD,Prelude Therapeutics Incorporated,AACR,2026,micro,45.95,42.72,2.5,2.5,-4.43,-2.66,3.55
IMRX,Immuneering Corporation,AACR,2026,micro,4.32,10.76,2.96,-2.46,-0.18,3.6,-3.06
CATX,Isoray. (DE),AACR,2026,small,-15.49,-5.62,-4.11,-3.45,10.48,1.67,-5.24
BIVI,BioVie Inc.,ADPD,2026,,-10.88,-17.09,-23.84,-2.96,0.0,9.92,29.77
JAZZ,Jazz Pharmaceuticals plc,AACR,2026,large,11.76,12.62,8.87,4.15,-2.16,-1.08,2.28
DBVT,,AAAAI,2025,mid,28.35,35.68,41.78,6.59,23.29,3.44,4.81
VKTX,,AASLD,2023,mid,25.16,7.9,4.71,-2.05,11.01,3.59,-0.14
LGND,,AASLD,2023,small,8.4,1.81,3.91,-0.35,1.73,-0.27,-9.68
SLRX,,ASH,2022,,-9.36,-2.13,-9.36,11.52,-3.26,-21.74,-38.04
VTRS,,ADA,2023,large,6.14,8.12,4.79,-3.34,-1.32,0.61,3.96
ESPR,,ADA,2023,micro,-10.74,-10.74,2.31,-6.34,3.76,6.77,21.05
GSK,,ESMO,2024,large,6.41,4.19,-2.05,-2.12,-1.05,-5.0,-4.95
ASMB,,UNKNOWN,2026,small,3.43,2.74,0.07,0.0,-7.83,-5.88,-4.86
ASMB,,UNKNOWN,2026,small,3.43,2.74,0.07,0.0,-7.83,-5.88,-4.86
LLY,,AACR,2026,large,-8.78,1.03,-1.2,-0.28,0.17,-4.99,7.5
FHTX,,AACR,2026,small,0.55,8.25,10.87,13.61,-2.18,-6.17,-15.79
VRCA,,UNKNOWN,2026,micro,27.06,9.97,10.85,-13.02,-15.54,-12.81,-15.11
GILD,,UNKNOWN,2026,large,-4.37,0.31,-1.78,-1.0,-3.16,-7.19,-3.6
HCM,,AACR,2026,large,13.65,12.91,1.88,3.01,-5.53,-14.55,-16.01
BIVI,,AAN,2026,nano,14.71,30.0,6.12,13.04,1.28,1.92,10.26
ATHE,,AAN,2026,large,45.07,56.06,36.97,42.27,-11.84,-11.07,-12.04
JAZZ,,AAN,2026,large,11.76,12.62,8.87,4.15,-2.16,-1.08,2.28
COGT,,AACR,2026,mid,-0.03,4.49,3.87,1.4,-1.65,-1.78,-0.05
COGT,,AACR,2026,mid,0.46,11.59,5.17,2.0,-1.4,-1.74,-1.4
HCM,,AACR,2026,large,13.73,11.86,1.75,2.96,-7.02,-13.22,-15.07
LXRX,,AAN,2026,small,10.24,6.4,9.58,-1.61,-8.2,-15.3,-12.57
FATE,,AACR,2026,micro,4.51,20.87,20.87,3.73,-1.44,-6.47,69.78
CUE,,UNKNOWN,2026,nano,102.34,128.23,242.56,28.37,10.5,-1.43,64.1
CRDF,,ASCO,2026,micro,-16.85,-10.3,-12.43,-23.71,-5.41,3.38,-14.86
CRBP,,UNKNOWN,2026,micro,11.49,12.6,2.81,14.07,-31.1,-33.57,-32.16
KURA,,UNKNOWN,2026,small,29.01,24.04,18.3,22.28,-8.98,-20.27,-21.69
IDYA,,ASCO,2026,mid,-13.09,4.54,4.47,1.27,-5.43,6.82,2.58
CABA,,EULAR,2026,small,12.93,-4.02,4.07,-5.04,-9.22,-15.92,-20.67
IRON,,ASCO,2026,mid,0.78,6.4,7.66,5.65,-2.25,-5.04,-2.97
MIRM,,EASL,2026,mid,3.62,5.15,-0.68,2.92,-9.19,-7.79,-0.49
LEGN,,ASCO,2026,large,28.29,15.13,-1.42,-7.52,33.58,16.05,30.63
