ticker,catalyst_date,asset,indication
NNVC,2024-06-24,NV-387,"Influenza A viruses, Bird Flu H5N1"
HRMY,2024-06-24,WAKIX (pitolisant),Excessive daytime sleepiness (EDS) or cataplexy in pediatric patients 6 years of age and older with narcolepsy
SRPT,2024-06-21,ELEVIDYS (SRP-9001-301) - (EMBARK),Duchenne muscular dystrophy
BMY,2024-06-21,KRAZATI (adagrasib) - (KRYSTAL-1),Non-Small Cell Lung Cancer / Colorectal Cancer
ARGX,2024-06-21,VYVGART Efgartigimod (ARGX-113) and Enhanze - (ADHERE),Chronic inflammatory demyelinating polyneuropathy
RHHBY,2024-06-21,ELEVIDYS (SRP-9001-301) - (EMBARK),Duchenne muscular dystrophy
VSTM,2024-06-19,GFH375/VS-7375,Cancer KRAS G12D
ABBV,2024-06-18,SKYRIZI (risankizumab) - (COMMAND),Ulcerative Colitis
MRK,2024-06-18,CAPVAXIVE (Pneumococcal 21-valent Conjugate Vaccine),Pneumococcal conjugate vaccine
LGND,2024-06-18,CAPVAXIVE (Pneumococcal 21-valent Conjugate Vaccine),Pneumococcal conjugate vaccine
EVAX,2024-06-17,EVX-01 + KEYTRUDA (pembrolizumab) / OPDIVO (nivolumab),Metastatic Melanoma
AZN,2024-06-17,Imfinzi (durvalumab) in combination with carboplatin and paclitaxel,Endometrial cancer (EC)
MRK,2024-06-17,EVX-01 + KEYTRUDA (pembrolizumab) / OPDIVO (nivolumab),Metastatic Melanoma
MRK,2024-06-17,KEYTRUDA (pembrolizumab) Plus Carboplatin and Paclitaxel,Endometrial carcinoma
KYMR,2024-06-14,KT-333 - (STAT3),Peripheral T-cell Lymphoma (PTCL)
AUTL,2024-06-14,AUCATZYL (obecabtagene autoleucel)  - (FELIX),B-Cell Acute Lymphoblastic Leukemia
GLPG,2024-06-14,GLPG5101 - (ATALANTA-1),Relapsed/refractory Non-Hodgkin Lymphoma (rrNHL)
AMGN,2024-06-14,BLINCYTO,CD19-positive Philadelphia chromosome-negative B-cell precursor acute lymphoblastic leukemia (B-ALL)
BMY,2024-06-14,Augtyro (repotrectinib),Solid tumors that have a neurotrophic tyrosine receptor kinase (NTRK) for adults and pediatric patients 12+
HCM,2024-06-14,HMPL-760,Bruton's Tyrosine Kinase (BTK) Relapsed/Refractory (R/R) Lymphomas
AZN,2024-06-12,Farxiga,Paediatric type-2 diabetes
AFMD,2024-06-12,AFM13 + AlloNK (AB-101) - (LuminICE-203),"Classical Hodgkin Lymphoma (cHL), relapsed/refractory CD30-positive lymphoma"
REGN,2024-06-11,Kevzara (sarilumab),Polyarticular juvenile idiopathic arthritis
SNY,2024-06-11,Kevzara (sarilumab),Polyarticular juvenile idiopathic arthritis
IPSEY,2024-06-10,Iqirvo (elafibranor) - (ELATIVE),Primary biliary cholangitis (PBC)
GNFT,2024-06-10,Iqirvo (elafibranor) - (ELATIVE),Primary biliary cholangitis (PBC)
CANF,2024-06-10,Namodenoson - (CF102-222PC),Pancreatic Cancer
MRNA,2024-06-07,SPIKEVAX (mRNA-1273),COVID-19 vaccine
GSK,2024-06-07,Arexvy (50-59 at increased risk),"Respiratory syncytial virus (RSV) disease, Vaccine"
GERN,2024-06-06,RYTELO (imetelstat) - (IMerge),Myelodysplastic syndromes with transfusion-dependent (TD) anemia
AZN,2024-06-03,ENHERTU,Multiple HER2-expressing advanced solid tumors
DSNKY,2024-06-03,ENHERTU,Multiple HER2-expressing advanced solid tumors
GMAB,2024-06-02,MCLA-145 with Keytruda (pembrolizumab),Solid tumors
MRUS,2024-06-02,MCLA-145 with Keytruda (pembrolizumab),Solid tumors
GMAB,2024-06-02,MCLA-145 with Keytruda (pembrolizumab),Solid tumors
MRUS,2024-06-02,MCLA-145 with Keytruda (pembrolizumab),Solid tumors
VNDA,2024-05-31,PONVORY  - (Ponesimod),Relapsing multiple sclerosis
MRNA,2024-05-31,mRESVIA (mRNA-1345) - (ConquerRSV),Respiratory syncytial virus (RSV) vaccine
CPRX,2024-05-30,FIRDAPSE (amifampridine),Lambert Eaton myasthenic syndrome (LEMS)
BMY,2024-05-30,Breyanzi (lisocabtagene maraleucel) - (TRANSCEND NHL 001),Mantle cell lymphoma (MCL)
ASND,2024-05-30,Breyanzi (lisocabtagene maraleucel) - (TRANSCEND NHL 001),Mantle cell lymphoma (MCL)
TEVA,2024-05-29,"AUSTEDO XR tablets (30, 36, 42, 48 mg/day)",Tardive dyskinesia (TD) and Huntington's disease (HD) chorea control
APRE,2024-05-28,ATRN-119 - (ABOYA-119),Solid tumors
VSTM,2024-05-24,AVMAPKI FAKZYNJA CO-PACK,Recurrent low-grade serous ovarian cancer (LGSOC)
CMPX,2024-05-23,CTX-471 (CD137 agonist),Solid tumors
IOVA,2024-05-23,LN-145 - (IOV-COM-202),Non-small cell lung cancer (NSCLC)
HOOK,2024-05-23,Eseba-vec (formerly HB-200) in combination with KEYTRUDA (pembrolizumab),Head and neck squamous cell carcinoma (HNSCC)
GMAB,2024-05-23,MCLA-145 with Keytruda (pembrolizumab),Solid tumors
MRUS,2024-05-23,MCLA-145 with Keytruda (pembrolizumab),Solid tumors
AMPH,2024-05-22,Albuterol Sulfate Inhalation Aerosol (AMP-008),Bronchospasm
ONVO,2024-05-21,FXR314 with Tofacitinib,Inflammatory Bowel Disease
AMGN,2024-05-17,IMDELLTRA (tarlatamab-dlle),Extensive-stage small cell lung cancer (ES-SCLC)
BMY,2024-05-16,Breyanzi (lisocabtagene maraleucel) - (TRANSCEND FL),Follicular lymphoma
ASND,2024-05-16,Breyanzi (lisocabtagene maraleucel) - (TRANSCEND FL),Follicular lymphoma
BCAB,2024-05-15,Ozuriftamab Vedotin (BA3021),"Solid Tumors, Non-small cell lung cancer (NSCLC), recurrent or metastatic squamous cell carcinoma of the head and neck (R/M SCCHN)"
IMMP,2024-05-15,Eftilagimod Alpha with weekly paclitaxel  - (AIPAC-003),Metastatic breast cancer (MBC)
DVAX,2024-05-14,HEPLISAV-B,End Stage Renal Disease on Dialysis undergoing hemodialysis
KYMR,2024-05-14,KT-333,Cutaneous T-cell lymphoma (CTCL)
IKT,2024-05-09,IkT-001Pro,Pulmonary Arterial Hypertension (PAH)
NNVC,2024-05-06,NV-387,"Influenza A viruses, Bird Flu H5N1"
CGON,2024-05-03,Cretostimogene - (BOND-003),BCG-unresponsive Non-Muscle Invasive Bladder Cancer (NMIBC) with Carcinoma in Situ
NBIX,2024-04-30,INGREZZA SPRINKLE (valbenazine) Capsules,Tardive dyskinesia (TD)
AUPH,2024-04-30,LUPKYNIS (Voclosporin) - (updated label),Lupus Nephritis
AQST,2024-04-29,Libervant (diazepam) - (pediatric),Acute treatment seizure activity
XFOR,2024-04-29,XOLREMDI (mavorixafor),WHIM syndrome
GMAB,2024-04-29,TIVDAK (tisotumab vedotin-tftv),Cervical Cancer with disease progression on or after first-line therapy
PFE,2024-04-29,TIVDAK (tisotumab vedotin-tftv),Cervical Cancer with disease progression on or after first-line therapy
PFE,2024-04-26,BEQVEZ (fidanacogene elaparvovec-dzkt),Hemophilia B
GILD,2024-04-26,Biktarvy,HIV
AMRX,2024-04-24,Naloxone hydrochloride nasal spray - (generic Narcan),Opioid overdose
NVS,2024-04-23,LUTATHERA (lutetium Lu 177) - (NETTER-P),Gastroenteropancreatic neuroendocrine tumors (GEP-NETs)
DAWN,2024-04-23,OJEMDA (tovorafenib),Low-grade Glioma
ABEO,2024-04-22,ZEVASKYN (prademagene zamikeracel),Recessive dystrophic epidermolysis bullosa (RDEB)
IBRX,2024-04-22,ANKTIVA,BCG-Unresponsive Non-Muscle Invasive Bladder Cancer
PHRRF,2024-04-18,KETARX (ketamine),Surgical pain management
TAK,2024-04-18,ENTYVIO (vedolizumab),Crohn's Disease
RHHBY,2024-04-18,Alecensa(alectinib),Non-small cell lung cancer (NSCLC)
ALVO,2024-04-16,SELARSDI (ustekinumab-aekn) - (STELARA biosimilar),moderate to severe plaque psoriasis and for active psoriatic arthritis in adults and pediatric patients 6 years and older.
LEXX,2024-04-16,DehydraTECH-GLP-1 - (GLP-1-H24-2),"Healthy volunteers, Diabetes-related control, weight loss"
TEVA,2024-04-16,SELARSDI (ustekinumab-aekn) - (STELARA biosimilar),moderate to severe plaque psoriasis and for active psoriatic arthritis in adults and pediatric patients 6 years and older.
VIRX,2024-04-15,Nanatinostat - (NAVAL-1),Epstein Barr Virus-associated cancers
AZN,2024-04-11,FASENRA (benralizumab) - (TATE),Eosinophilic asthma  aged 6 to 11 with an eosinophilic phenotype
LLY,2024-04-09,(Z)-endoxifen with abemaciclib (VERZENIO) - (EVANGELINE),Pre-menopausal women w/ early-stage estrogen receptor positive and Human Epidermal Growth Factor Receptor 2 negative breast cancer
ATOS,2024-04-09,(Z)-endoxifen with abemaciclib (VERZENIO) - (EVANGELINE),Pre-menopausal women w/ early-stage estrogen receptor positive and Human Epidermal Growth Factor Receptor 2 negative breast cancer
PFE,2024-04-08,DOVATO (Dolutegravir and lamivudine) - (DANCE),HIV-1 infection in adolescents 12 years + and weighing at least 25 kg with no antiretroviral (ARV) treatment history
SUPN,2024-04-08,ONAPGO (apomorphine hydrochloride) injection (SPN-830),Motor fluctuations in Parkinson’s disease (PD)
REPL,2024-04-07,RP1 (vusolimogene oderparepvec) - (ARTACUS),Liver and kidney transplant recipients with recurrent Cutaneous squamous cell carcinoma
LEGN,2024-04-05,CARVYKTI (ciltacabtagene autoleucel) - (CARTITUDE-4),Multiple Myeloma
TARA,2024-04-05,TARA-002 - (ADVANCED-1),Non-muscle invasive bladder cancer (NMIBC)
BMY,2024-04-05,Abecma (idecabtagene vicleucel; ide-cel),Multiple Myeloma
TSVT,2024-04-05,Abecma (idecabtagene vicleucel; ide-cel),Multiple Myeloma
IGXT,2024-04-05,Buprenorphine Buccal Film - (Belbuca Biosimilar),Pain
JNJ,2024-04-05,CARVYKTI (ciltacabtagene autoleucel) - (CARTITUDE-4),Multiple Myeloma
OCGN,2024-04-05,OCU410 - (ArMaDa),Geographic Atrophy (GA)
GOVX,2024-04-04,GEO-CM04S1- (COH04S1),COVID-19 in immunocompromised patients
SPRY,2024-04-03,Neffy (epinephrine nasal spray),Allergic reactions (type I) including anaphylaxis
VNDA,2024-04-02,FANAPT (iloperidone),Bipolar Disorder
LQDA,2024-04-01,YUTREPIA,Interstitial lung disease (PH-ILD)
AZN,2024-04-01,VOYDEYA (danicopan) add-on to SoC with ULTOMIRIS (ravulizumab-cwvz) or SOLIRIS (eculizumab)- (ALPHA),Paroxysmal nocturnal hemoglobinuria (PNH) and atypical Hemolytic Uremic Syndrome (aHUS)
CSLLY,2024-03-27,Vafseo (vadadustat),Anemia due to Chronic Kidney Disease in Adult Patients on Dialysis
AKBA,2024-03-27,Vafseo (vadadustat),Anemia due to Chronic Kidney Disease in Adult Patients on Dialysis
PRAX,2024-03-26,PRAX-628,Photo-Paroxysmal Response (PPR)
CERS,2024-03-26,INTERCEPT,Platelets
MRK,2024-03-26,WINREVAIR (sotatercept-csrk),Pulmonary arterial hypertension (PAH)
AMRX,2024-03-25,ciprofloxacin and dexamethasone otic suspension,"Acute Otitis Externa (AOE) in pediatric (age 6 months and older), adult, and elderly patients due to staphylococcus aureus and pseudomonas aeruginosa."
AZN,2024-03-25,ULTOMIRIS (ravulizumab-cwvz),Neuromyelitis Optica Spectrum Disorder (NMOSD)
AZN,2024-03-25,ULTOMIRIS (ravulizumab-cwvz) - (CHAMPION-NMOSD),Neuromyelitis optica spectrum disorder (NMOSD)
REGN,2024-03-25,Odronextamab - (OLYMPIA),Non-Hodgkin Lymphoma (NHL)
ZLAB,2024-03-25,Odronextamab,Relapsed/refractory (R/R) follicular lymphoma (FL) or R/R diffuse large B-cell lymphoma (DLBCL)
ZLAB,2024-03-25,Odronextamab - (OLYMPIA),Non-Hodgkin Lymphoma (NHL)
REGN,2024-03-25,Odronextamab,Relapsed/refractory (R/R) follicular lymphoma (FL) or R/R diffuse large B-cell lymphoma (DLBCL)
MBRX,2024-03-25,"Annamycin (MB-106) in combination with Cytarabine - (Ara-C, MIRACLE)",Acute Myeloid Leukemia (AML)
ESPR,2024-03-22,NEXLETOL (bempedoic acid)  - (CLEAR Outcomes),Cardiovascular Diseases
ABBV,2024-03-22,ELAHERE (mirvetuximab soravtansine-gynx),Platinum-Resistant Ovarian Cancer
SMMT,2024-03-22,ivonescimab (AK112-202),Patients with Advanced Non-Small Cell Lung Cancer (NSCLC) and Brain Metastases
IVVD,2024-03-22,PEMGARDA  (VYD222 (pemivibart)) - (CANOPY),COVID-19 Prevention
ABBV,2024-03-22,Mirvetuximab - (MIRASOL),Cancer - ovarian cancer and relapsed endometrial cancer
JNJ,2024-03-19,EDURANT (rilpivirine),HIV in pediatric patients (2-12 years)
TAK,2024-03-19,ICLUSIG (ponatinib) - (PhALLCON),Philadelphia chromosome-positive acute lymphoblastic leukemia (Ph+ ALL)
OPTN,2024-03-15,XHANCE,Chronic sinusitis
BGNE,2024-03-14,Tislelizumab-jsgr (Tevimbra),Esophageal squamous cell carcinoma (ESCC)
ONC,2024-03-14,Tislelizumab-jsgr (Tevimbra),Esophageal squamous cell carcinoma (ESCC)
BMY,2024-03-14,Breyanzi (lisocabtagene maraleucel),Relapsed or Refractory Chronic Lymphocytic Leukemia (CLL) or Small Lymphocytic Lymphoma (SLL)
BGNE,2024-03-14,TEVIMBRA,Esophageal Squamous Cell Carcinoma (ESCC)
ONC,2024-03-14,TEVIMBRA,Esophageal Squamous Cell Carcinoma (ESCC)
MDGL,2024-03-14,Rezdiffra (resmetirom),Non-alcoholic steatohepatitis (NASH) with liver fibrosis (also known as MASH)
MIRM,2024-03-13,LIVMARLI (maralixibat),Progressive Familial Intrahepatic Cholestasis (PFIC)
KANT,2024-03-12,KVA12123 with KEYTRUDA (pembrolizumab) - (VISTA-101),Solid tumors
VTRS,2024-03-11,Glatiramer (GA Depot),Primary Progressive Multiple Sclerosis (PPMS)
NVO,2024-03-08,Wegovy (Semaglutide),Cardiovascular risk reduction in adults with obesity
FBIO,2024-03-07,MB-101 - (City of Hope),High-Grade Glioma
BMY,2024-03-07,Opdivo (nivolumab) plus Yervoy (ipilimumab),Urothelial carcinoma
MBIO,2024-03-07,MB-101 - (City of Hope),High-Grade Glioma
VNDA,2024-03-06,HETLIOZ (tasimelteon),Insomnia
CASI,2024-03-05,BI-1206 with rituximab - (China trial),Non-Hodgkin's Lymphoma (NHL)
NVS,2024-03-05,Wyost (denosumab-bddz) and Jubbonti (denosumab-bddz) interchangeable,multiple myeloma and in patients with bone metastases from solid tumors
IMMP,2024-03-05,Eftilagimod Alpha with weekly paclitaxel  - (AIPAC-003),Metastatic breast cancer (MBC)
LNTH,2024-03-04,DEFINITY (Perflutren Lipid Microsphere),Ultrasound enhancing agent for use in pediatric patients with suboptimal echocardiograms
JNJ,2024-03-01,RYBREVANT (amivantamab) - (PAPILLON),Non-small cell lung cancer
KANT,2024-02-29,KVA12123 with KEYTRUDA (pembrolizumab) - (VISTA-101),Solid tumors
CMPX,2024-02-28,CTX-8371,Solid Tumors
NERV,2024-02-27,Roluperidone (MIN-101),Schizophrenia
ONC,2024-02-26,BRUKINSA (zanubrutinib) + Obinutuzumab - (ROSEWOOD),Follicular Non-Hodgkin Lymphoma
BGNE,2024-02-26,BRUKINSA (zanubrutinib) + Obinutuzumab - (ROSEWOOD),Follicular Non-Hodgkin Lymphoma
GILD,2024-02-26,Biktarvy,HIV
TEVA,2024-02-23,SIMLANDI (adalimumab-ryvk) - (Humira biosimilar),Inflammatory diseases
ALVO,2024-02-23,SIMLANDI (adalimumab-ryvk) - (Humira biosimilar),Inflammatory diseases
CMND,2024-02-23,CMND-100,Alcohol use disorder (AUD)
JNJ,2024-02-20,TECVAYLI (teclistamab),Relapsed or refractory (R/R) multiple myeloma.
AZN,2024-02-17,TAGRISSO (Osimertinib) - (FLAURA2),Non-small cell lung cancer (NSCLC)
RHHBY,2024-02-16,XOLAIR (omalizumab) - (OUtMATCH),Food allergy
IOVA,2024-02-16,AMTAGVI (Lifileucel (LN-144)) - (TILVANCE-301),Refractory metastatic melanoma
ONCY,2024-02-15,Pelareorep and mFOLFIRINOX with and without atezolizumab - (GOBLET),Colorectal and advanced anal cancers
IPSEY,2024-02-13,Onivyde (NALIRIFOX),Pancreatic cancer
MACK,2024-02-13,Onivyde (NALIRIFOX),Pancreatic cancer
TAK,2024-02-13,Eohilia (formerly TAK-721),Eosinophilic esophagitis
SGMO,2024-02-12,Civaparvovec (ST-920) - (STAAR),Fabry disease
TAK,2024-02-12,EOHILIA (budesonide oral suspension),People 11 years and older with eosinophilic esophagitis (EoE)
AIMD,2024-02-05,VELDONA,Mild COVID-19
TAK,2024-01-29,GAMMAGARD LIQUID [Immune Globulin Infusion (Human) 10% solution],Adults with chronic inflammatory demyelinating polyneuropathy (CIDP)
SNY,2024-01-25,Dupixent (dupilumab),Eosinophilic esophagitis (EoE) in 1-11 year olds
REGN,2024-01-25,Dupixent (dupilumab),Eosinophilic esophagitis (EoE) in 1-11 year olds
HRTX,2024-01-23,ZYNRELEF (bupivacaine and meloxicam) extended-release,Soft tissue and orthopedic surgical procedures
AIM,2024-01-22,Ampligen (rintatolimod) with Imfinzi (durvalumab) - (DURIPANC),Pancreatic Cancer
AZN,2024-01-22,Ampligen (rintatolimod) with Imfinzi (durvalumab) - (DURIPANC),Pancreatic Cancer
ALVO,2024-01-19,SELARSDI (ustekinumab-aekn) - (STELARA biosimilar),moderate to severe plaque psoriasis and for active psoriatic arthritis in adults and pediatric patients 6 years and older.
TEVA,2024-01-19,SELARSDI (ustekinumab-aekn) - (STELARA biosimilar),moderate to severe plaque psoriasis and for active psoriatic arthritis in adults and pediatric patients 6 years and older.
ALVO,2024-01-19,SIMLANDI (adalimumab-ryvk) - (Humira biosimilar),Inflammatory diseases
TEVA,2024-01-19,SIMLANDI (adalimumab-ryvk) - (Humira biosimilar),Inflammatory diseases
CHRS,2024-01-18,Casdozokitug (casdozo),Non-small cell lung cancer (NSCLC)
IXHL,2024-01-17,IHL-42X - (RePOSA),Obstructive  sleep apnea (OSA)
ANIP,2024-01-16,Indomethacin Oral Suspension - (Indocin generic),"Rheumatoid arthritis, ankylosing spondylitis, osteoarthritis, acute gouty arthritis, bursitis, and tendinitis"
HALO,2024-01-16,HYQVIA (Immune Globulin Infusion 10% with Recombinant Human Hyaluronidase),Chronic inflammatory demyelinating polyradiculoneuropathy (CIDP)
CRSP,2024-01-16,CASGEVY (exagamglogene autotemcel [exa-cel],Beta-thalassemia
VRTX,2024-01-16,CASGEVY (exagamglogene autotemcel [exa-cel],Beta-thalassemia
TAK,2024-01-16,HYQVIA (Immune Globulin Infusion 10% with Recombinant Human Hyaluronidase),Chronic inflammatory demyelinating polyradiculoneuropathy (CIDP)
MRK,2024-01-12,KEYTRUDA  with external beam radiotherapy (EBRT) plus concurrent chemotherapy - (KEYNOTE-A18),Cervical cancer
ALPMY,2024-01-09,Zolbetuximab,HER2-negative gastric or gastroesophageal junction (GEJ) adenocarcinoma whose tumors are CLDN18.2-positive
NOVN,2024-01-05,ZELSUVMI (berdazimer topical gel),Molluscum Contagiosum
LGND,2024-01-05,ZELSUVMI (berdazimer topical gel),Molluscum Contagiosum
PTHS,2024-01-05,ZELSUVMI (berdazimer topical gel),Molluscum Contagiosum
CHRS,2023-12-26,UDENYCA ONBODY,Cancer
SXTP,2023-12-26,ARAKODA (tafenoquine),Babesiosis
AMGN,2023-12-26,LUMAKRAS (Sotorasib) - (CodeBreaK 200),Non-small cell lung cancer (NSCLC)
MIST,2023-12-26,CARDAMYST (etripamil),Paroxysmal supraventricular tachycardia (PSVT)
IONS,2023-12-22,WAINUA (eplontersen),ATTR Amyloidosis
IONS,2023-12-22,WAINUA (eplontersen),Hereditary ATTR Amyloidosis (hATTR)
AZN,2023-12-22,WAINUA (eplontersen),ATTR Amyloidosis
ONC,2023-12-22,BRUKINSA (zanubrutinib),Refractory chronic lymphocytic leukemia (CLL)
BGNE,2023-12-22,BRUKINSA (zanubrutinib),Refractory chronic lymphocytic leukemia (CLL)
AZN,2023-12-22,WAINUA (eplontersen),Hereditary ATTR Amyloidosis (hATTR)
CLNN,2023-12-21,CNM-Au8 - (HEALEY ALS),Amyotrophic Lateral Sclerosis (ALS)
CLNN,2023-12-21,CNM-Au8 - (RESCUE-ALS),Amyotrophic Lateral Sclerosis
MRK,2023-12-20,Gefapixant,Chronic cough
CALT,2023-12-20,TARPEYO (budesonide),IgA Nephropathy
PCSA,2023-12-19,NGC-Capecitabine (PCS6422),Gastrointestinal Cancer
FBIO,2023-12-18,UNLOXCYT (cosibelimab-ipdl),Cutaneous squamous cell carcinoma (CSCC)
PBLA,2023-12-18,Eflornithine,High-risk neuroblastoma
CKPT,2023-12-18,UNLOXCYT (cosibelimab-ipdl),Cutaneous squamous cell carcinoma (CSCC)
ARQT,2023-12-15,ZORYVE (roflumilast),Seborrheic dermatitis
ALPMY,2023-12-15,PADCEV (enfortumab vedotin-ejfv) in combination with KEYTRUDA (pembrolizumab) versus chemotherapy - (EV-302 /KEYNOTE-A39),Untreated locally advanced or metastatic urothelial cancer (la/mUC)
MRK,2023-12-15,PADCEV (enfortumab vedotin-ejfv) in combination with KEYTRUDA (pembrolizumab) versus chemotherapy - (EV-302 /KEYNOTE-A39),Untreated locally advanced or metastatic urothelial cancer (la/mUC)
PFE,2023-12-15,PADCEV (enfortumab vedotin-ejfv) in combination with KEYTRUDA (pembrolizumab) versus chemotherapy - (EV-302 /KEYNOTE-A39),Untreated locally advanced or metastatic urothelial cancer (la/mUC)
GKOS,2023-12-14,iDose TR,Glaucoma
MRK,2023-12-14,WELIREG (belzutifan),Advanced Renal Cell Carcinoma (RCC)
STTK,2023-12-13,SL-172154 + Azacitidine (AZA),Acute Myeloid Leukemia (AML) and Higher-Risk Myelodysplastic Syndromes/Neoplasms (HR-MDS)
ESPR,2023-12-13,NEXLETOL/NEXLIZET,Primary hyperlipidemia
JNJ,2023-12-12,CARVYKTI (ciltacabtagene autoleucel) - (CARTITUDE-4),Multiple Myeloma
LEGN,2023-12-12,CARVYKTI (ciltacabtagene autoleucel) - (CARTITUDE-4),Multiple Myeloma
CRIS,2023-12-12,CA-4948 - (TakeAim Lymphoma),Relapsed or Refractory Non-Hodgkin Lymphoma
MRKR,2023-12-11,Neldaleucel (MT-601) - (APOLLO),Lymphoma who have failed or are ineligible to receive anti-CD19 CAR T cell treatment
ADCT,2023-12-11,ZYNLONTA (loncastuximab tesirine-lpyl) with rituximab (Lonca-R) - (LOTIS-9),High-Risk Relapsed/Refractory Follicular Lymphoma
MBIO,2023-12-11,MB-106,B-cell Non-Hodgkin Lymphoma & Chronic Lymphocytic Leukemia (CLL)
AFMD,2023-12-11,AFM24-102 and TECENTRIQ (atezolizumab),"EGFR Expressing Solid Tumors, Non-small cell lung cancer, and Gastric/gastroesophageal junction (GEJ) cancer"
NRIX,2023-12-11,NX-2127,"B-cell malignancies, chronic lymphocytic leukemia (CLL)"
AFMD,2023-12-11,AFM13 + AlloNK (AB-101) - (LuminICE-203),"Classical Hodgkin Lymphoma (cHL), relapsed/refractory CD30-positive lymphoma"
AZN,2023-12-11,GC012F,Relapsed/refractory multiple myeloma (RRMM)
FBIO,2023-12-11,MB-106,B-cell Non-Hodgkin Lymphoma & Chronic Lymphocytic Leukemia (CLL)
BMEA,2023-12-10,Icovamenib (BMF-219) - (COVALENT-101),Acute myeloid leukemia (AML) / acute lymphocytic leukemia (ALL) / Diffuse large B-cell lymphoma (DLBCL) / Multiple myeloma (MM)
MOLN,2023-12-10,MP0533,Acute myeloid leukemia (AML)
ASND,2023-12-10,Breyanzi (lisocabtagene maraleucel) - (TRANSCEND FL),Follicular lymphoma
BMY,2023-12-10,Breyanzi (lisocabtagene maraleucel) - (TRANSCEND FL),Follicular lymphoma
ACET,2023-12-10,ADI-001,Non-Hodgkin’s lymphoma
GLPG,2023-12-09,GLPG5101 - (ATALANTA-1),Relapsed/refractory Non-Hodgkin Lymphoma (rrNHL)
IPSC,2023-12-09,CNTY-101 - (ELiPSE-1),Lymphoma or Indolent Lymphoma
CRVS,2023-12-09,Soquelitinib  - (CPI-818),Peripheral T-cell lymphoma (PTCL)
IPHA,2023-12-09,Lacutamab (IPH4102) - (TELLOMAK 3),"Mycosis Fungoides, Sézary Syndrome"
GLPG,2023-12-09,GLPG5201 - (EUPLAGIA-1),"B-cell malignancies, Chronic Lymphocytic Leukemia (CLL) and Small Lymphocytic Lymphoma (SLL)"
ALPMY,2023-12-08,CRESEMBA (isavuconazonium sulfate),Invasive Aspergillosis and Invasive Mucormycosis in Children
VRTX,2023-12-08,Casgevy (Exagamglogene autotemcel (exa-cel)),Sickle cell disease
CRSP,2023-12-08,Casgevy (Exagamglogene autotemcel (exa-cel)),Sickle cell disease
BLUE,2023-12-08,LYFGENIA (lovotibeglogene autotemcel),Sickle cell disease
VNDA,2023-12-07,PONVORY  - (Ponesimod),Relapsing multiple sclerosis
PRTC,2023-12-07,LYT-200,"Solid tumors, urothelial and head and neck cancers, acute myeloid leukemia (AML)"
NVS,2023-12-06,Fabhalta (iptacopan),Paroxysmal nocturnal hemoglobinuria (PNH)
SNY,2023-12-06,Beyfortus (Nirsevimab) - (MEDLEY),Respiratory Syncytial Virus
ALLR,2023-12-05,Stenoparib,Advanced ovarian cancer (AOC)
REPL,2023-12-05,RP1 (vusolimogene oderparepvec) and OPDIVO (nivolumab) - (IGNYTE-3),Non-melanoma (NMSC) / Non-small cell lung cancer (NSCLC)
OLMA,2023-12-05,Palazestrant (OP-1250) and ribociclib - (OPERA-02),Breast Cancer
TVTX,2023-12-04,Sparsentan - (DUPLEX),Focal segmental glomerulosclerosis (FSGS)
ATRA,2023-11-30,Tabelecleucel (tab-cel),Epstein-Barr Virus Positive Post-Transplant Lymphoproliferative Disease
SWTX,2023-11-27,OGSIVEO (Nirogacestat) - (DeFi),Desmoid tumors
ALDX,2023-11-27,Reproxalap (ADX-102) - (TRANQUILITY),Dry eye disease
AZN,2023-11-17,Truqap (capivasertib) plus Faslodex,HR-positive breast cancer
MRK,2023-11-17,KEYTRUDA (pembrolizumab) combined with chemotherapy,Advanced unresectable or metastatic gastric (GEJ) adenocarcinoma
TEVA,2023-11-17,Forteo (teriparatide injection),Osteoporosis
ALPMY,2023-11-16,XTANDI (enzalutamide),Nonmetastatic Prostate Cancer (nmCSPC)
PFE,2023-11-16,XTANDI (enzalutamide),Nonmetastatic Prostate Cancer (nmCSPC)
BMY,2023-11-15,Augtyro (repotrectinib),Non-small-cell lung cancer (NSCLC) and solid tumors
ZLAB,2023-11-15,Augtyro (repotrectinib),Non-small-cell lung cancer (NSCLC) and solid tumors
CRMD,2023-11-15,DEFENCATH (Neutrolin),Hemodialysis patients with central venous catheters
ALZN,2023-11-13,AL001,Post-traumatic stress disorder (PTSD)
PCRX,2023-11-10,EXPAREL,Nerve blocker in lower extremity surgeries
VALN,2023-11-10,IXCHIQ,Chikungunya Vaccine
ONCY,2023-11-09,Pelareorep and mFOLFIRINOX with and without atezolizumab - (GOBLET),Colorectal and advanced anal cancers
SLS,2023-11-09,Tambiciclib (SLS009) (GFH009) with venetoclax,"Hematologic malignancies, acute myeloid leukemia (AML), chronic lymphocytic leukemia (CLL), small lymphocytic lymphoma (SLL) and lymphoma"
TAK,2023-11-09,"ADZYNMA (ADAMTS13, recombinant-krhn)",Congenital thrombotic thrombocytopenic purpura (cTTP)
HCM,2023-11-08,FRUZAQLA (fruquintinib),Colorectal cancer
TAK,2023-11-08,FRUZAQLA (fruquintinib),Colorectal cancer
AURA,2023-11-06,Belzupacap sarotalocan (AU-011),Non-muscular invasive bladder cancer (NMIBC)
